# yyyy mm dd hh mm ss         days  meanSunEl  meanSunAz    NoiseHc    NoiseVc    NoiseHx    NoiseVx    Corr00H    Corr00V   maxPower  quadPower   AzOffset   ElOffset  RatioVcHc  RatioVxHx  RatioVcHx  RatioVxHc  XpolPwrHx  XpolPwrVx  XpolRatio   meanS1S2    zdrCorr xpolRatioDbFromSpdb siteTempFromSpdb XmitPowerH XmitPowerV XmitHVDiff
2015 06 12 14 31 38 16598.605301    35.9862    87.5448   -76.5770   -76.2979   -76.6269   -76.2185     0.0172     0.0177  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000 -9999.0000 -9999.0000    15.9000 -9999.0000 -9999.0000 -9999.0000
2015 06 13 19 36 44 16599.817176    70.2399   223.3676   -76.5770   -76.2979   -76.6269   -76.2185     0.0105     0.0120   -59.6392   -59.6871    -0.0112    -0.0393     0.4397     0.3039     0.2800     0.4636    -0.3893     0.3572    -0.7465     0.7436     0.0535    -0.6901    28.9000    87.6769    87.4438     0.2331
2015 06 13 19 44 08 16599.822315    69.2116   227.2740   -76.5770   -76.2979   -76.6269   -76.2185     0.0111     0.0110   -59.7463   -59.7389    -0.0039    -0.0462     0.4421     0.3157     0.2881     0.4696    -0.4255     0.3875    -0.8130     0.7578     0.0665    -0.6912    28.5500    87.6674    87.4400     0.2274
2015 06 13 19 48 12 16599.825139    68.6185   229.2796   -76.5770   -76.2979   -76.6269   -76.2185     0.0111     0.0110   -83.3143  -200.0000    -1.1358    -0.1478     0.3808     0.0872     0.1131     0.3549    -0.4216     0.3842    -0.8058     0.4680    -0.2232    -0.6912    28.7500    87.6164    87.3922     0.2242
2015 06 13 19 48 33 16599.825382    68.5666   229.4478   -76.5770   -76.2979   -76.6269   -76.2185     0.0111     0.0110  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.6912    -0.6912    28.7500    84.6300    84.4000     0.2300
2015 06 14 16 26 20 16600.684954    58.0731   108.8891   -76.5770   -76.2979   -76.6269   -76.2185     0.0105     0.0108   -59.6603   -59.6800    -0.0071    -0.0101     0.4487     0.3224     0.2972     0.4739    -0.3150     0.2937    -0.6086     0.7711     0.0946    -0.6765    22.0000    87.5959    87.3849     0.2110
2015 06 14 16 33 57 16600.690243    59.4727   110.9110   -76.5770   -76.2979   -76.6269   -76.2185     0.0097     0.0110   -59.6455   -59.6646    -0.0126    -0.0080     0.4472     0.3146     0.2884     0.4735    -0.3190     0.2972    -0.6162     0.7619     0.0853    -0.6765    22.4667    87.5875    87.3777     0.2098
2015 06 14 16 41 25 16600.695428    60.8261   113.0251   -76.5770   -76.2979   -76.6269   -76.2185     0.0102     0.0099   -59.6709   -59.6947    -0.0124    -0.0028     0.4508     0.3146     0.2958     0.4697 -9999.0000 -9999.0000 -9999.0000     0.7655     0.0920    -0.6735    23.2000    87.5956    87.3814     0.2142
2015 06 14 18 34 26 16600.773912    74.6968   176.5544   -76.5770   -76.2979   -76.6269   -76.2185     0.0102     0.0099  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.6735    -0.6735    24.1000    87.6103    87.3903     0.2200
2015 06 14 20 23 44 16600.849815    62.8945   243.3898   -76.5770   -76.2979   -76.6269   -76.2185     0.0102     0.0099  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.5509     0.4888    -1.0397     0.0000    -0.6770    -0.6770    20.5000    87.6103    87.3903     0.2200
2015 06 14 20 27 37 16600.852512    62.2125   244.6352   -76.5770   -76.2979   -76.6269   -76.2185     0.0128     0.0125   -59.8542   -59.8539    -0.0275    -0.0396     0.4736     0.3390     0.3145     0.4981    -0.6660     0.5773    -1.2433     0.8126     0.1356    -0.6770    20.5000    87.5870    87.3752     0.2119
2015 06 14 20 35 13 16600.857789    60.8581   246.9431   -76.5770   -76.2979   -76.6269   -76.2185     0.0129     0.0132   -59.7937   -59.8235    -0.0306    -0.0353     0.4866     0.3453     0.3225     0.5093    -0.4935     0.4431    -0.9366     0.8318     0.1548    -0.6770    19.8667    87.5819    87.3727     0.2092
2015 06 14 20 42 39 16600.862951    59.5114   249.0513   -76.5770   -76.2979   -76.6269   -76.2185     0.0121     0.0119   -59.7962   -59.8091    -0.0284    -0.0371     0.4730     0.3467     0.3170     0.5028    -0.3455     0.3200    -0.6655     0.8197     0.1542 -9999.0000    19.4333    87.5944    87.3819     0.2125
2015 06 14 20 46 24 16600.865556    58.8249   250.0645   -76.5770   -76.2979   -76.6269   -76.2185     0.0121     0.0119  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000 -9999.0000 -9999.0000    19.2333    87.5803    87.3603     0.2200
2015 06 19 19 54 23 16605.829433    68.0324   231.9233   -76.5770   -76.2979   -76.6269   -76.2185     0.0203     0.0188   -59.4847   -59.5048    -0.0361    -0.0268     0.3232     0.3755     0.2650     0.4337    -0.3300     0.3067    -0.6368     0.6987    -0.0570    -0.7557    32.2000    87.5039    87.2937     0.2101
2015 06 19 20 02 00 16605.834722    66.8345   235.2367   -76.5770   -76.2979   -76.6269   -76.2185     0.0207     0.0194   -59.5031   -59.5148    -0.0345    -0.0254     0.3280     0.3830     0.2738     0.4371 -9999.0000 -9999.0000 -9999.0000     0.7109    -0.0448    -0.7557    32.3000    87.4740    87.3043     0.1698
2015 06 19 20 09 26 16605.839884    65.6200   238.2046   -76.5770   -76.2979   -76.6269   -76.2185     0.0192     0.0172   -59.5051   -59.4942    -0.0427    -0.0201     0.3273     0.3706     0.2649     0.4330    -0.3928     0.3602    -0.7529     0.6979    -0.0622    -0.7601    32.4000    87.5063    87.2969     0.2094
2015 06 19 20 13 11 16605.842488    64.9925   239.6119   -76.5770   -76.2979   -76.6269   -76.2185     0.0192     0.0172  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7601    -0.7601    32.4000    87.4903    87.2903     0.2000
2015 06 20 15 22 17 16606.640475    45.6820    95.0562   -76.5770   -76.2979   -76.6269   -76.2185     0.0156     0.0144   -59.5413   -59.5754    -0.0055    -0.0088     0.3419     0.3896     0.2901     0.4414 -9999.0000 -9999.0000 -9999.0000     0.7315    -0.0372    -0.7687    30.9000    87.5172    87.3147     0.2025
2015 06 20 15 29 41 16606.645613    47.1206    96.3601   -76.5770   -76.2979   -76.6269   -76.2185     0.0115     0.0095   -59.5176   -59.5160    -0.0102    -0.0157     0.3252     0.3946     0.2882     0.4315 -9999.0000 -9999.0000 -9999.0000     0.7197    -0.0490    -0.7687    31.4000    87.5169    87.3114     0.2055
2015 06 20 15 37 08 16606.650787    48.5652    97.7178   -76.5770   -76.2979   -76.6269   -76.2185     0.0155     0.0142   -59.4899   -59.5277    -0.0098    -0.0172     0.3289     0.3897     0.2862     0.4325 -9999.0000 -9999.0000 -9999.0000     0.7187    -0.0557    -0.7743    31.4000    87.5143    87.3099     0.2044
2015 06 20 15 40 53 16606.653391    49.2906    98.4200   -76.5770   -76.2979   -76.6269   -76.2185     0.0155     0.0142  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7743    -0.7743    31.7000    87.5203    87.3003     0.2200
2015 06 21 12 34 43 16607.524109    13.4657    70.5544   -76.5770   -76.2979   -76.6269   -76.2185     0.0115     0.0092   -59.8921   -59.8918     0.0197     0.0259     0.3586     0.4109     0.3038     0.4656    -0.3722     0.3428    -0.7149     0.7695     0.0066    -0.7629    22.6000    87.5367    87.3454     0.1913
2015 06 21 12 42 10 16607.529282    14.8371    71.5966   -76.5770   -76.2979   -76.6269   -76.2185     0.0106     0.0089   -59.8555   -59.8830     0.0158     0.0289     0.3606     0.4217     0.3105     0.4717    -0.3603     0.3327    -0.6930     0.7822     0.0193    -0.7629    23.1000    87.5258    87.3368     0.1890
2015 06 21 12 49 37 16607.534456    16.2178    72.6334   -76.5770   -76.2979   -76.6269   -76.2185     0.0111     0.0100   -59.8313   -59.8550     0.0145     0.0282     0.3475     0.4115     0.2916     0.4675    -0.3496     0.3235    -0.6731     0.7591    -0.0068    -0.7659    23.7000    87.5331    87.3458     0.1873
2015 06 21 12 53 22 16607.537060    16.9160    73.1537   -76.5770   -76.2979   -76.6269   -76.2185     0.0111     0.0100  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3799     0.3493    -0.7292     0.0000    -0.7659    -0.7659    23.7000    87.5503    87.3603     0.1900
2015 06 23 12 08 06 16609.505625     8.5710    66.7185   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0047   -60.0032   -60.0666     0.0226     0.0502     0.3431     0.3937     0.2933     0.4436    -0.3767     0.3466    -0.7233     0.7369    -0.0259    -0.7628    19.8000    87.5375    87.3467     0.1908
2015 06 23 12 15 32 16609.510787     9.8980    67.7863   -76.5770   -76.2979   -76.6269   -76.2185     0.0028     0.0049   -59.7501   -59.8217     0.0292     0.0467     0.3446     0.3895     0.2869     0.4472    -0.3856     0.3541    -0.7397     0.7341    -0.0287    -0.7628    20.0000    87.5347    87.3432     0.1915
2015 06 23 12 23 00 16609.515972    11.2440    68.8498   -76.5770   -76.2979   -76.6269   -76.2185     0.0042     0.0050   -59.7101   -59.8556     0.0252     0.0488     0.3298     0.3858     0.2763     0.4392    -0.3749     0.3451    -0.7201     0.7155    -0.0424    -0.7580    20.2000    87.5326    87.3452     0.1874
2015 06 23 12 27 05 16609.518808    11.9850    69.4279   -76.5770   -76.2979   -76.6269   -76.2185     0.0042     0.0050  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.2785     0.2617    -0.5401     0.0000    -0.7580    -0.7580    20.4000    87.5403    87.3510     0.1893
2015 06 23 12 31 07 16609.521609    12.7203    69.9968   -76.5770   -76.2979   -76.6269   -76.2185     0.0046     0.0051   -59.8189   -59.8444     0.0251     0.0464     0.3306     0.3951     0.2764     0.4492    -0.3718     0.3424    -0.7142     0.7257    -0.0323    -0.7580    20.4000    87.5295    87.3410     0.1885
2015 06 23 12 38 30 16609.526736    14.0741    71.0330   -76.5770   -76.2979   -76.6269   -76.2185     0.0034     0.0042   -59.7917   -59.8579     0.0217     0.0457     0.3278     0.3974     0.2799     0.4453    -0.3585     0.3312    -0.6897     0.7251    -0.0328    -0.7580    20.4000    87.5272    87.3405     0.1867
2015 06 23 12 45 57 16609.531910    15.4498    72.0728   -76.5770   -76.2979   -76.6269   -76.2185     0.0026     0.0037   -59.8018   -59.8768     0.0203     0.0458     0.3399     0.3946     0.2916     0.4430    -0.3479     0.3220    -0.6699     0.7345    -0.0280    -0.7626    20.7000    87.5302    87.3444     0.1858
2015 06 23 12 50 03 16609.534757    16.2107    72.6430   -76.5770   -76.2979   -76.6269   -76.2185     0.0026     0.0037  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3232     0.3008    -0.6240     0.0000    -0.7626    -0.7626    21.3000    87.5616    87.3703     0.1913
2015 06 23 12 54 06 16609.537569    16.9650    73.2049   -76.5770   -76.2979   -76.6269   -76.2185     0.0031     0.0027   -59.8178   -59.8686     0.0231     0.0440     0.3296     0.4145     0.3008     0.4434    -0.3487     0.3227    -0.6714     0.7441    -0.0185    -0.7626    21.3000    87.5253    87.3336     0.1918
2015 06 23 13 01 29 16609.542697    18.3461    74.2269   -76.5770   -76.2979   -76.6269   -76.2185     0.0028     0.0037   -59.8578   -59.8956     0.0192     0.0425     0.3311     0.3963     0.2857     0.4416    -0.3699     0.3409    -0.7108     0.7274    -0.0352    -0.7626    22.2000    87.5171    87.3280     0.1891
2015 06 23 13 08 57 16609.547882    19.7505    75.2579   -76.5770   -76.2979   -76.6269   -76.2185     0.0041     0.0052   -59.8653   -59.8817     0.0161     0.0450     0.3420     0.3948     0.2951     0.4416    -0.3693     0.3403    -0.7096     0.7367    -0.0227    -0.7595    22.7000    87.5225    87.3364     0.1861
2015 06 23 13 13 03 16609.550729    20.5248    75.8235   -76.5770   -76.2979   -76.6269   -76.2185     0.0041     0.0052  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3259     0.3031    -0.6291     0.0000    -0.7595    -0.7595    22.7000    87.5197    87.3391     0.1806
2015 06 23 13 17 06 16609.553542    21.2916    76.3820   -76.5770   -76.2979   -76.6269   -76.2185     0.0021     0.0049   -59.9182   -59.9386     0.0139     0.0441     0.3432     0.3934     0.2887     0.4479    -0.3651     0.3368    -0.7019     0.7367    -0.0228    -0.7595    22.7000    87.5304    87.3425     0.1879
2015 06 23 13 24 29 16609.558669    22.6944    77.4004   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0047   -59.9349   -59.9819     0.0112     0.0366     0.3343     0.3928     0.2804     0.4467    -0.3884     0.3565    -0.7449     0.7271    -0.0324    -0.7595    23.1000    87.5257    87.3327     0.1931
2015 06 23 13 31 57 16609.563854    24.1191    78.4317   -76.5770   -76.2979   -76.6269   -76.2185     0.0045     0.0057   -59.9386   -59.9541     0.0125     0.0400     0.3239     0.4026     0.2925     0.4341    -0.4012     0.3672    -0.7684     0.7265    -0.0284    -0.7550    23.5000    87.5187    87.3303     0.1883
2015 06 23 13 36 04 16609.566713    24.9069    79.0013   -76.5770   -76.2979   -76.6269   -76.2185     0.0045     0.0057  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.4407     0.4001    -0.8408     0.0000    -0.7550    -0.7550    23.6000    87.5096    87.3103     0.1993
2015 06 23 13 40 07 16609.569525    25.6836    79.5628   -76.5770   -76.2979   -76.6269   -76.2185     0.0052     0.0038   -59.9708   -59.9608     0.0071     0.0442     0.3348     0.3827     0.2761     0.4414    -0.4313     0.3923    -0.8235     0.7175    -0.0375    -0.7550    23.6000    87.5229    87.3348     0.1881
2015 06 23 13 47 31 16609.574664    27.1064    80.5923   -76.5770   -76.2979   -76.6269   -76.2185     0.0043     0.0047   -59.9898   -59.9960     0.0069     0.0374     0.3407     0.3784     0.2795     0.4396    -0.4303     0.3915    -0.8218     0.7191    -0.0359    -0.7550    23.6000    87.5246    87.3353     0.1894
2015 06 23 13 54 58 16609.579838    28.5433    81.6344   -76.5770   -76.2979   -76.6269   -76.2185     0.0049     0.0039   -60.0026   -60.0092     0.0055     0.0386     0.3400     0.3876     0.2870     0.4407    -0.4198     0.3828    -0.8025     0.7277    -0.0339    -0.7616    23.7000    87.5251    87.3360     0.1891
2015 06 23 13 59 06 16609.582708    29.3423    82.2157   -76.5770   -76.2979   -76.6269   -76.2185     0.0049     0.0039  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7616    -0.7616    23.6000    87.5203    87.3296     0.1907
2015 06 23 14 03 09 16609.585521    30.1263    82.7877   -76.5770   -76.2979   -76.6269   -76.2185     0.0051     0.0041   -59.9751   -59.9956     0.0070     0.0376     0.3361     0.3935     0.2878     0.4418    -0.4133     0.3774    -0.7907     0.7296    -0.0320    -0.7616    23.6000    87.5199    87.3250     0.1949
2015 06 23 14 10 33 16609.590660    31.5614    83.8402   -76.5770   -76.2979   -76.6269   -76.2185     0.0054     0.0056   -59.9458   -59.9595     0.0028     0.0366     0.3378     0.3920     0.2924     0.4374    -0.3761     0.3461    -0.7223     0.7298    -0.0318    -0.7616    23.9000    87.5129    87.3219     0.1910
2015 06 23 14 18 00 16609.595833    33.0092    84.9108   -76.5770   -76.2979   -76.6269   -76.2185     0.0053     0.0046   -59.9946   -59.9993     0.0055     0.0335     0.3283     0.3929     0.2868     0.4344 -9999.0000 -9999.0000 -9999.0000     0.7212    -0.0352    -0.7563    23.9000    87.5190    87.3286     0.1904
2015 06 23 14 22 08 16609.598704    33.8136    85.5104   -76.5770   -76.2979   -76.6269   -76.2185     0.0053     0.0046  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7563    -0.7563    24.0000    87.5216    87.3403     0.1812
2015 06 23 14 26 13 16609.601539    34.6089    86.1069   -76.5770   -76.2979   -76.6269   -76.2185     0.0051     0.0044   -59.9822   -60.0047     0.0042     0.0327     0.3302     0.3799     0.2834     0.4267 -9999.0000 -9999.0000 -9999.0000     0.7101    -0.0462    -0.7563    24.0000    87.5215    87.3299     0.1915
2015 06 23 14 33 36 16609.606667    36.0485    87.1976   -76.5770   -76.2979   -76.6269   -76.2185     0.0037     0.0037   -59.9726   -60.0442     0.0048     0.0371     0.3284     0.3927     0.2871     0.4340 -9999.0000 -9999.0000 -9999.0000     0.7211    -0.0352    -0.7563    24.7000    87.5199    87.3291     0.1908
2015 06 23 14 41 04 16609.611852    37.5057    88.3183   -76.5770   -76.2979   -76.6269   -76.2185     0.0044     0.0063   -60.0010   -60.0254     0.0036     0.0281     0.3241     0.3874     0.2817     0.4298 -9999.0000 -9999.0000 -9999.0000     0.7115    -0.0419    -0.7534    25.4000    87.5237    87.3312     0.1924
2015 06 23 14 45 12 16609.614722    38.3129    88.9472   -76.5770   -76.2979   -76.6269   -76.2185     0.0044     0.0063  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7534    -0.7534    25.4000    87.5495    87.3503     0.1992
2015 06 23 14 49 17 16609.617558    39.1104    89.5752   -76.5770   -76.2979   -76.6269   -76.2185     0.0051     0.0048   -60.0053   -60.0382     0.0035     0.0266     0.3298     0.3815     0.2765     0.4347    -0.4040     0.3696    -0.7736     0.7112    -0.0422    -0.7534    25.7000    87.5138    87.3192     0.1945
2015 06 23 14 56 41 16609.622697    40.5559    90.7314   -76.5770   -76.2979   -76.6269   -76.2185     0.0044     0.0047   -60.0479   -60.0869     0.0033     0.0228     0.3277     0.3808     0.2759     0.4326 -9999.0000 -9999.0000 -9999.0000     0.7085    -0.0450    -0.7534    25.7000    87.5149    87.3240     0.1910
2015 06 23 15 04 08 16609.627870    42.0108    91.9217   -76.5770   -76.2979   -76.6269   -76.2185     0.0055     0.0052   -60.0479   -60.0821     0.0029     0.0234     0.3270     0.3960     0.2820     0.4410 -9999.0000 -9999.0000 -9999.0000     0.7230    -0.0310    -0.7540    25.7000    87.5158    87.3186     0.1973
2015 06 23 15 08 17 16609.630752    42.8209    92.5975   -76.5770   -76.2979   -76.6269   -76.2185     0.0055     0.0052  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7540    -0.7540    26.3000    87.5188    87.3103     0.2085
2015 06 23 15 12 23 16609.633600    43.6208    93.2748   -76.5770   -76.2979   -76.6269   -76.2185     0.0047     0.0058   -60.0786   -60.0826     0.0039     0.0205     0.3197     0.3803     0.2748     0.4252 -9999.0000 -9999.0000 -9999.0000     0.7000    -0.0539    -0.7540    26.3000    87.5074    87.3129     0.1945
2015 06 23 15 19 46 16609.638727    45.0599    94.5210   -76.5770   -76.2979   -76.6269   -76.2185     0.0041     0.0049   -60.0439   -60.0929     0.0059     0.0213     0.3172     0.3706     0.2760     0.4119    -0.4363     0.3964    -0.8327     0.6879    -0.0661    -0.7540    26.6000    87.5170    87.3233     0.1937
2015 06 23 15 27 14 16609.643912    46.5127    95.8195   -76.5770   -76.2979   -76.6269   -76.2185     0.0045     0.0057   -60.0845   -60.0701     0.0059     0.0234     0.3244     0.3770     0.2840     0.4174    -0.4075     0.3726    -0.7801     0.7014    -0.0566    -0.7580    26.6000    87.5113    87.3139     0.1975
2015 06 23 15 31 23 16609.646794    47.3187    96.5596   -76.5770   -76.2979   -76.6269   -76.2185     0.0045     0.0057  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7580    -0.7580    27.1000    87.4903    87.3003     0.1900
2015 06 23 15 35 29 16609.649641    48.1139    97.3047   -76.5770   -76.2979   -76.6269   -76.2185     0.0049     0.0066   -60.0745   -60.1002     0.0067     0.0154     0.3143     0.3737     0.2713     0.4167    -0.3797     0.3492    -0.7289     0.6880    -0.0699    -0.7580    27.1000    87.5125    87.3170     0.1954
2015 06 23 15 42 53 16609.654780    49.5456    98.6877   -76.5770   -76.2979   -76.6269   -76.2185     0.0061     0.0060   -60.1024   -60.1009     0.0055     0.0146     0.3228     0.3831     0.2829     0.4230    -0.4005     0.3666    -0.7671     0.7059    -0.0521    -0.7580    26.9000    87.5148    87.3178     0.1970
2015 06 23 15 50 20 16609.659954    50.9816   100.1348   -76.5770   -76.2979   -76.6269   -76.2185     0.0045     0.0055   -60.1211   -60.1147     0.0079     0.0150     0.3208     0.3739     0.2688     0.4259    -0.3719     0.3425    -0.7144     0.6947    -0.0608    -0.7555    27.2000    87.5047    87.3065     0.1982
2015 06 23 15 54 31 16609.662859    51.7852   100.9740   -76.5770   -76.2979   -76.6269   -76.2185     0.0045     0.0055  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7555    -0.7555    27.2000    87.5195    87.3203     0.1992
2015 06 23 15 58 37 16609.665706    52.5705   101.8167   -76.5770   -76.2979   -76.6269   -76.2185     0.0052     0.0057   -60.0883   -60.1226     0.0043     0.0131     0.3197     0.3754     0.2817     0.4134    -0.3494     0.3234    -0.6728     0.6951    -0.0604    -0.7555    27.2000    87.5118    87.3153     0.1965
2015 06 23 16 06 01 16609.670845    53.9815   103.3927   -76.5770   -76.2979   -76.6269   -76.2185     0.0052     0.0054   -60.1309   -60.1468     0.0065     0.0145     0.3310     0.3841     0.2904     0.4247    -0.3705     0.3414    -0.7119     0.7151    -0.0403    -0.7555    27.8000    87.5086    87.3055     0.2031
2015 06 23 16 13 28 16609.676019    55.3925   105.0585   -76.5770   -76.2979   -76.6269   -76.2185     0.0044     0.0049   -60.1727   -60.1662     0.0043     0.0163     0.3090     0.3801     0.2777     0.4114    -0.3744     0.3447    -0.7190     0.6891    -0.0755    -0.7646    27.9000    87.4997    87.2966     0.2031
2015 06 23 16 17 39 16609.678924    56.1800   106.0324   -76.5770   -76.2979   -76.6269   -76.2185     0.0044     0.0049  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3779     0.3477    -0.7256     0.0000    -0.7646    -0.7646    28.5000    87.5203    87.3203     0.2000
2015 06 23 16 21 46 16609.681782    56.9512   107.0204   -76.5770   -76.2979   -76.6269   -76.2185     0.0040     0.0049   -60.1845   -60.1994     0.0065     0.0124     0.3202     0.3737     0.2801     0.4137    -0.3561     0.3291    -0.6853     0.6939    -0.0707    -0.7646    28.5000    87.5033    87.3021     0.2012
2015 06 23 16 29 09 16609.686910    58.3237   108.8724   -76.5770   -76.2979   -76.6269   -76.2185     0.0051     0.0047   -60.2372   -60.2479     0.0054     0.0145     0.3247     0.3775     0.2763     0.4259    -0.3654     0.3370    -0.7024     0.7022    -0.0624    -0.7646    28.9000    87.5092    87.3059     0.2033
2015 06 23 16 36 37 16609.692095    59.6959   110.8613   -76.5770   -76.2979   -76.6269   -76.2185     0.0049     0.0045   -60.2649   -60.2559     0.0021     0.0175     0.3212     0.3729     0.2795     0.4145    -0.4092     0.3739    -0.7831     0.6941    -0.0738    -0.7679    28.9000    87.4992    87.2910     0.2082
2015 06 23 16 40 48 16609.695000    60.4567   112.0324   -76.5770   -76.2979   -76.6269   -76.2185     0.0049     0.0045  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7679    -0.7679    29.8000    87.4703    87.2703     0.2000
2015 06 23 16 44 56 16609.697870    61.2022   113.2333   -76.5770   -76.2979   -76.6269   -76.2185     0.0037     0.0057   -60.2548   -60.2831     0.0047     0.0195     0.3232     0.3741     0.2822     0.4151    -0.4245     0.3867    -0.8112     0.6973    -0.0706    -0.7679    29.8000    87.4983    87.2942     0.2041
2015 06 23 16 52 19 16609.702998    62.5165   115.4966   -76.5770   -76.2979   -76.6269   -76.2185     0.0039     0.0052   -60.2185   -60.2515     0.0056     0.0170     0.3255     0.3789     0.2880     0.4164 -9999.0000 -9999.0000 -9999.0000     0.7044    -0.0635    -0.7679    30.1000    87.5036    87.2948     0.2088
2015 06 23 16 59 46 16609.708171    63.8169   117.9517   -76.5770   -76.2979   -76.6269   -76.2185     0.0044     0.0050   -60.2508   -60.2479     0.0056     0.0170     0.3133     0.3718     0.2687     0.4164 -9999.0000 -9999.0000 -9999.0000     0.6851    -0.0799    -0.7650    30.4000    87.4945    87.2839     0.2106
2015 06 23 17 03 58 16609.711088    64.5369   119.4202   -76.5770   -76.2979   -76.6269   -76.2185     0.0044     0.0050  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7650    -0.7650    30.4000    87.5003    87.2903     0.2100
2015 06 23 17 08 06 16609.713958    65.2351   120.9304   -76.5770   -76.2979   -76.6269   -76.2185     0.0045     0.0052   -60.2233   -60.2715     0.0065     0.0154     0.3107     0.3610     0.2685     0.4032 -9999.0000 -9999.0000 -9999.0000     0.6717    -0.0933    -0.7650    30.4000    87.4916    87.2830     0.2086
2015 06 23 17 15 29 16609.719086    66.4539   123.8032   -76.5770   -76.2979   -76.6269   -76.2185     0.0047     0.0063   -53.6353   -60.6230    -0.1673    -0.4678     0.4215     0.4849     0.3912     0.5152 -9999.0000 -9999.0000 -9999.0000     0.9064     0.1414    -0.7650    30.7000    87.4989    87.2877     0.2112
2015 06 23 17 22 57 16609.724271    67.6436   126.9619   -76.5770   -76.2979   -76.6269   -76.2185     0.0052     0.0055   -60.2302   -60.3083     0.0054     0.0096     0.3120     0.3631     0.2742     0.4009 -9999.0000 -9999.0000 -9999.0000     0.6751    -0.0989    -0.7740    31.6000    87.4970    87.2871     0.2099
2015 06 23 17 27 09 16609.727188    68.2912   128.8625   -76.5770   -76.2979   -76.6269   -76.2185     0.0052     0.0055  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7740    -0.7740    31.7000    87.4817    87.2789     0.2029
2015 06 23 17 31 28 16609.730185    68.9385   130.9166   -76.5770   -76.2979   -76.6269   -76.2185     0.0042     0.0054   -60.2431   -60.2859     0.0042     0.0098     0.3086     0.3615     0.2642     0.4058 -9999.0000 -9999.0000 -9999.0000     0.6700    -0.1040    -0.7740    31.7000    87.5050    87.2905     0.2145
2015 06 23 17 39 02 16609.735440    70.0228   134.7829   -76.5770   -76.2979   -76.6269   -76.2185     0.0049     0.0053   -60.2395   -60.2581     0.0032     0.0100     0.3107     0.3689     0.2735     0.4060 -9999.0000 -9999.0000 -9999.0000     0.6796    -0.0945    -0.7740    32.4000    87.4935    87.2768     0.2167
2015 06 23 17 46 29 16609.740613    71.0185   138.9478   -76.5770   -76.2979   -76.6269   -76.2185     0.0052     0.0057   -60.2214   -60.2457     0.0008     0.0080     0.3095     0.3615     0.2713     0.3997 -9999.0000 -9999.0000 -9999.0000     0.6710    -0.1027    -0.7737    32.4000    87.4875    87.2726     0.2148
